,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
17384651,2021-08-06 13:53:45.120389+00:00,x,y,2021-09-23 17:05:00+00:00,2021-09-23 19:05:00+00:00,omega,True,20.0,1,d-5,6870.0
8988647,2021-06-07 11:19:40.832643+00:00,x,y,2021-07-11 11:00:00+00:00,2021-07-11 13:00:00+00:00,gamma,True,20.0,1,c-4,10900.0
8409223,2021-06-01 18:08:38.776399+00:00,x,y,2021-06-02 13:00:00+00:00,2021-06-02 15:00:00+00:00,alpha,True,15.0,1,a-5,10558.0
10443826,2021-06-19 11:23:44.676045+00:00,x,y,2021-06-21 16:00:00+00:00,2021-06-21 18:00:00+00:00,alpha,True,15.0,1,a-23,9497.0
14445886,2021-07-14 15:51:40.827511+00:00,x,y,2021-07-24 11:00:00+00:00,2021-07-24 12:55:00+00:00,beta,True,40.0,0,b-69,15400.0
2563750,2021-03-03 23:46:56.821751+00:00,x,y,2021-03-28 16:00:00+00:00,2021-03-28 18:00:00+00:00,alpha,True,35.0,1,a-7,8027.0
19838694,2021-08-18 15:50:26.603866+00:00,x,y,2021-08-20 17:00:00+00:00,2021-08-20 18:59:00+00:00,gamma,True,20.0,1,c-6,18860.0
20163962,2021-08-20 12:29:20.954412+00:00,x,y,2021-08-26 16:00:00+00:00,2021-08-26 17:55:00+00:00,beta,True,40.0,0,b-19,8400.0
13545695,2021-07-08 19:00:45.276829+00:00,x,y,2021-07-17 17:00:00+00:00,2021-07-17 18:59:00+00:00,gamma,True,20.0,1,c-6,14065.0
20442939,2021-08-22 10:03:51.137315+00:00,x,y,2021-09-05 17:00:00+00:00,2021-09-05 18:59:00+00:00,gamma,True,20.0,1,c-6,6870.0
1842253,2021-02-18 03:51:08.526360+00:00,x,y,2021-02-20 17:00:00+00:00,2021-02-20 18:59:00+00:00,gamma,True,20.0,2,c-6,14000.0
11599380,2021-06-28 07:57:07.445397+00:00,x,y,2021-07-05 10:00:00+00:00,2021-07-05 12:00:00+00:00,alpha,True,15.0,1,a-7,7900.0
12560395,2021-07-03 14:39:31.977586+00:00,x,y,2021-07-13 09:45:00+00:00,2021-07-13 11:45:00+00:00,gamma,True,20.0,1,c-2,10040.0
4497253,2021-04-11 07:45:00.370789+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,alpha,True,15.0,1,a-1,8048.0
10753422,2021-06-21 23:48:29.362222+00:00,x,y,2021-06-30 09:45:00+00:00,2021-06-30 11:45:00+00:00,gamma,True,20.0,2,c-2,7620.0
18947922,2021-08-13 18:38:29.002860+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,alpha,True,20.0,1,a-7,12645.0
60845,2021-01-02 06:51:29.185839+00:00,x,y,2021-01-05 16:00:00+00:00,2021-01-05 18:10:00+00:00,alpha,True,20.0,1,a-7,10227.0
14498455,2021-07-15 03:17:24.771909+00:00,x,y,2021-08-01 05:00:00+00:00,2021-08-01 06:55:00+00:00,beta,True,40.0,0,b-1,12990.0
12203948,2021-07-01 16:44:21.894440+00:00,x,y,2021-07-14 13:00:00+00:00,2021-07-14 15:00:00+00:00,alpha,True,35.0,1,a-9,10545.0
7805796,2021-05-26 13:27:24.326215+00:00,x,y,2021-06-10 13:00:00+00:00,2021-06-10 15:00:00+00:00,alpha,True,35.0,1,a-5,7520.0
20433123,2021-08-22 08:53:41.675596+00:00,x,y,2021-11-25 07:00:00+00:00,2021-11-25 09:00:00+00:00,alpha,True,20.0,1,a-5,8381.0
8086999,2021-05-30 06:24:32.383830+00:00,x,y,2021-06-13 13:00:00+00:00,2021-06-13 15:00:00+00:00,alpha,True,35.0,1,a-5,9707.0
2542154,2021-03-03 15:42:14.649127+00:00,x,y,2021-03-04 05:15:00+00:00,2021-03-04 07:25:00+00:00,alpha,True,15.0,1,a-1,7502.0
3433171,2021-03-17 15:11:26.658394+00:00,x,y,2021-03-20 15:30:00+00:00,2021-03-20 17:30:00+00:00,alpha,True,35.0,1,a-7,10799.0
19547707,2021-08-17 04:44:28.795110+00:00,x,y,2021-08-18 10:00:00+00:00,2021-08-18 12:00:00+00:00,alpha,True,20.0,1,a-7,8381.0
2451460,2021-03-02 07:45:28.795288+00:00,x,y,2021-03-12 11:00:00+00:00,2021-03-12 12:55:00+00:00,beta,True,40.0,0,b-69,8623.0
5420026,2021-04-24 10:39:03.696895+00:00,x,y,2021-04-25 13:30:00+00:00,2021-04-25 15:30:00+00:00,alpha,True,35.0,1,a-5,9077.0
672998,2021-01-20 09:05:52.936966+00:00,x,y,2021-01-30 13:00:00+00:00,2021-01-30 15:00:00+00:00,alpha,True,20.0,1,a-5,10227.0
8436218,2021-06-02 03:17:25.077039+00:00,x,y,2021-06-05 07:01:00+00:00,2021-06-05 09:00:00+00:00,alpha,True,35.0,1,a-5,9707.0
8624127,2021-06-03 17:19:56.598679+00:00,x,y,2021-06-10 16:00:00+00:00,2021-06-10 18:00:00+00:00,alpha,True,35.0,1,a-23,9707.0
13629513,2021-07-09 10:38:53.496082+00:00,x,y,2021-07-16 13:00:00+00:00,2021-07-16 15:00:00+00:00,alpha,True,35.0,1,a-9,19545.0
10480013,2021-06-19 17:16:52.797478+00:00,x,y,2021-06-24 07:00:00+00:00,2021-06-24 09:00:00+00:00,alpha,True,15.0,1,a-5,6531.0
16576288,2021-07-30 19:35:07.772810+00:00,x,y,2021-07-31 16:00:00+00:00,2021-07-31 18:00:00+00:00,alpha,True,35.0,1,a-23,17745.0
13592273,2021-07-09 06:07:04.317105+00:00,x,y,2021-08-03 10:00:00+00:00,2021-08-03 12:00:00+00:00,alpha,True,35.0,1,a-7,10545.0
20654342,2021-08-23 16:44:50.170124+00:00,x,y,2021-08-25 16:00:00+00:00,2021-08-25 18:00:00+00:00,alpha,True,20.0,1,a-23,17745.0
15249758,2021-07-20 19:03:56.625529+00:00,x,y,2021-07-27 04:00:00+00:00,2021-07-27 06:00:00+00:00,alpha,True,35.0,1,a-1,12645.0
20074748,2021-08-20 00:10:24.832392+00:00,x,y,2021-09-13 07:00:00+00:00,2021-09-13 09:00:00+00:00,alpha,True,15.0,1,a-5,6810.0
1105268,2021-01-31 17:17:00.744870+00:00,x,y,2021-02-15 17:00:00+00:00,2021-02-15 18:59:00+00:00,gamma,True,32.0,1,c-6,9150.0
10124763,2021-06-16 16:35:39.527614+00:00,x,y,2021-06-26 13:00:00+00:00,2021-06-26 15:00:00+00:00,alpha,True,35.0,1,a-9,7124.0
8766910,2021-06-05 04:23:25.455713+00:00,x,y,2021-06-17 11:00:00+00:00,2021-06-17 13:00:00+00:00,gamma,True,20.0,1,c-4,10900.0
4542173,2021-04-12 14:01:14.038043+00:00,x,y,2021-04-13 15:30:00+00:00,2021-04-13 17:30:00+00:00,alpha,True,35.0,1,a-7,8605.0
3324321,2021-03-15 17:38:33.253732+00:00,x,y,2021-04-09 11:00:00+00:00,2021-04-09 12:55:00+00:00,beta,True,20.0,0,b-69,9030.0
20995155,2021-08-25 22:05:04.153651+00:00,x,y,2021-08-27 17:00:00+00:00,2021-08-27 18:59:00+00:00,gamma,True,20.0,1,c-6,11545.0
10030594,2021-06-15 19:35:11.718349+00:00,x,y,2021-08-15 16:00:00+00:00,2021-08-15 18:00:00+00:00,alpha,True,35.0,1,a-23,7150.0
18845756,2021-08-13 09:40:46.291176+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,15.0,1,a-9,11245.0
20165557,2021-08-20 12:39:50.457413+00:00,x,y,2021-08-21 13:00:00+00:00,2021-08-21 15:00:00+00:00,alpha,True,20.0,1,a-9,28245.0
17455765,2021-08-06 22:30:08.149433+00:00,x,y,2021-08-08 14:00:00+00:00,2021-08-08 16:00:00+00:00,gamma,True,20.0,2,c-4,16075.0
2774000,2021-03-07 11:16:25.695336+00:00,x,y,2021-03-15 03:00:00+00:00,2021-03-15 04:55:00+00:00,beta,True,20.0,0,b-73,7560.0
5035936,2021-04-20 18:01:53.329476+00:00,x,y,2021-04-22 11:00:00+00:00,2021-04-22 13:00:00+00:00,gamma,True,20.0,1,c-4,7135.0
2602825,2021-03-04 13:42:53.623673+00:00,x,y,2021-03-14 17:00:00+00:00,2021-03-14 18:59:00+00:00,gamma,True,20.0,1,c-6,7640.0
9176279,2021-06-09 07:46:38.551136+00:00,x,y,2021-06-30 13:00:00+00:00,2021-06-30 15:00:00+00:00,alpha,True,15.0,1,a-9,9403.0
14379959,2021-07-14 07:57:47.736851+00:00,x,y,2021-08-23 14:00:00+00:00,2021-08-23 16:00:00+00:00,gamma,True,20.0,2,c-4,13560.0
18254722,2021-08-10 17:36:58.125800+00:00,x,y,2021-09-15 08:00:00+00:00,2021-09-15 09:55:00+00:00,beta,True,20.0,0,b-67,6570.0
5348397,2021-04-23 14:25:53.400107+00:00,x,y,2021-04-24 05:00:00+00:00,2021-04-24 06:55:00+00:00,beta,True,20.0,0,b-1,6755.0
21047357,2021-08-26 09:39:59.307863+00:00,x,y,2021-11-20 17:00:00+00:00,2021-11-20 18:59:00+00:00,gamma,True,20.0,2,c-6,10530.0
15975267,2021-07-26 09:14:07.135077+00:00,x,y,2021-08-16 14:00:00+00:00,2021-08-16 16:00:00+00:00,gamma,True,20.0,2,c-4,9525.0
14662253,2021-07-16 07:24:26.796335+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,gamma,True,20.0,1,c-2,13130.0
19577160,2021-08-17 08:10:01.510810+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,alpha,True,15.0,1,a-7,12945.0
19584542,2021-08-17 08:54:03.627086+00:00,x,y,2021-09-30 04:40:00+00:00,2021-09-30 06:40:00+00:00,omega,True,20.0,1,d-1,6870.0
225329,2021-01-06 21:38:26.598707+00:00,x,y,2021-01-29 13:00:00+00:00,2021-01-29 15:00:00+00:00,alpha,True,0.0,0,a-5,8739.0
15212760,2021-07-20 12:30:46.644596+00:00,x,y,2021-07-21 13:00:00+00:00,2021-07-21 15:00:00+00:00,alpha,True,35.0,1,a-9,6810.0
4457045,2021-04-09 22:26:16.959529+00:00,x,y,2021-04-16 15:30:00+00:00,2021-04-16 17:30:00+00:00,alpha,True,15.0,1,a-7,8048.0
18353024,2021-08-11 00:15:46.154786+00:00,x,y,2021-08-13 17:00:00+00:00,2021-08-13 18:59:00+00:00,gamma,True,20.0,1,c-6,6870.0
19423617,2021-08-16 11:34:05.893756+00:00,x,y,2021-08-29 04:00:00+00:00,2021-08-29 06:00:00+00:00,alpha,True,20.0,1,a-1,8381.0
8410466,2021-06-01 18:20:17.773731+00:00,x,y,2021-06-07 16:00:00+00:00,2021-06-07 18:00:00+00:00,alpha,True,35.0,1,a-23,9707.0
14078008,2021-07-12 08:50:51.506691+00:00,x,y,2021-07-16 05:00:00+00:00,2021-07-16 07:00:00+00:00,alpha,True,15.0,1,a-1,12945.0
11516770,2021-06-27 15:57:25.888642+00:00,x,y,2021-08-26 17:00:00+00:00,2021-08-26 18:59:00+00:00,gamma,True,20.0,1,c-6,7765.0
9632704,2021-06-13 05:02:37.549013+00:00,x,y,2021-06-22 11:00:00+00:00,2021-06-22 12:55:00+00:00,beta,True,20.0,0,b-69,6522.0
17411255,2021-08-06 16:42:41.985982+00:00,x,y,2021-08-09 10:00:00+00:00,2021-08-09 12:00:00+00:00,alpha,True,15.0,1,a-7,7524.0
8776310,2021-06-05 06:42:33.696961+00:00,x,y,2021-07-27 05:00:00+00:00,2021-07-27 06:55:00+00:00,beta,True,20.0,0,b-1,10057.0
120855,2021-01-03 20:25:32.158637+00:00,x,y,2021-01-11 13:00:00+00:00,2021-01-11 15:00:00+00:00,alpha,True,0.0,0,a-5,8739.0
10312718,2021-06-18 10:13:01.372414+00:00,x,y,2021-08-02 10:00:00+00:00,2021-08-02 12:00:00+00:00,alpha,True,35.0,1,a-7,7124.0
11927521,2021-06-30 06:33:48.892681+00:00,x,y,2021-07-27 11:00:00+00:00,2021-07-27 12:55:00+00:00,beta,True,40.0,0,b-69,8055.0
6181908,2021-05-04 21:38:25.941265+00:00,x,y,2021-05-26 13:30:00+00:00,2021-05-26 15:30:00+00:00,alpha,True,35.0,1,a-5,8290.0
15058325,2021-07-19 08:28:16.515282+00:00,x,y,2021-07-25 05:00:00+00:00,2021-07-25 06:55:00+00:00,beta,True,40.0,0,b-1,17630.0
12349635,2021-07-02 13:11:56.315804+00:00,x,y,2021-07-16 17:00:00+00:00,2021-07-16 18:59:00+00:00,gamma,True,20.0,2,c-6,13560.0
18453752,2021-08-11 11:53:32.847115+00:00,x,y,2021-08-16 10:00:00+00:00,2021-08-16 12:00:00+00:00,gamma,True,20.0,2,c-2,7870.0
2473633,2021-03-02 12:47:41.953829+00:00,x,y,2021-03-15 05:15:00+00:00,2021-03-15 07:25:00+00:00,alpha,True,15.0,1,a-1,7502.0
7935399,2021-05-28 10:18:45.215623+00:00,x,y,2021-08-17 17:00:00+00:00,2021-08-17 18:59:00+00:00,gamma,True,20.0,2,c-6,11425.0
8598575,2021-06-03 13:04:52.900232+00:00,x,y,2021-06-13 13:00:00+00:00,2021-06-13 15:00:00+00:00,alpha,True,35.0,1,a-9,10006.0
21756482,2021-08-31 18:55:12.810950+00:00,x,y,2021-09-19 10:00:00+00:00,2021-09-19 12:00:00+00:00,alpha,True,20.0,1,a-7,8381.0
806038,2021-01-23 23:21:23.993904+00:00,x,y,2021-02-13 16:00:00+00:00,2021-02-13 18:10:00+00:00,alpha,True,20.0,1,a-7,10227.0
1623530,2021-02-13 11:58:01.153557+00:00,x,y,2021-02-14 17:00:00+00:00,2021-02-14 18:59:00+00:00,gamma,True,32.0,2,c-6,13750.0
5062115,2021-04-20 22:42:13.800694+00:00,x,y,2021-04-23 11:00:00+00:00,2021-04-23 13:00:00+00:00,gamma,True,20.0,1,c-4,7135.0
19214553,2021-08-15 09:06:23.185054+00:00,x,y,2021-08-16 11:00:00+00:00,2021-08-16 13:00:00+00:00,gamma,True,20.0,1,c-4,7500.0
15502887,2021-07-23 01:13:49.370416+00:00,x,y,2021-08-08 05:00:00+00:00,2021-08-08 06:55:00+00:00,beta,True,40.0,0,b-1,8260.0
3226370,2021-03-14 06:56:06.714769+00:00,x,y,2021-03-27 13:30:00+00:00,2021-03-27 15:30:00+00:00,alpha,True,15.0,1,a-5,9798.0
10987756,2021-06-23 19:23:11.909223+00:00,x,y,2021-07-10 14:00:00+00:00,2021-07-10 16:00:00+00:00,gamma,True,20.0,1,c-4,9025.0
6395861,2021-05-08 06:19:47.341907+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 07:00:00+00:00,alpha,True,35.0,1,a-1,9077.0
7148679,2021-05-18 20:47:22.618131+00:00,x,y,2021-05-26 14:00:00+00:00,2021-05-26 15:55:00+00:00,beta,True,20.0,0,b-9,6744.0
16519541,2021-07-30 10:58:02.564739+00:00,x,y,2021-08-03 04:00:00+00:00,2021-08-03 06:00:00+00:00,alpha,True,35.0,1,a-1,10545.0
11227276,2021-06-25 14:17:09.633708+00:00,x,y,2021-09-16 16:00:00+00:00,2021-09-16 18:00:00+00:00,alpha,True,35.0,1,a-23,7124.0
8938645,2021-06-06 21:07:35.081328+00:00,x,y,2021-07-01 13:00:00+00:00,2021-07-01 15:00:00+00:00,alpha,True,35.0,1,a-9,9707.0
18431954,2021-08-11 10:09:52.948064+00:00,x,y,2021-08-19 13:00:00+00:00,2021-08-19 15:00:00+00:00,alpha,True,15.0,1,a-9,11245.0
3371261,2021-03-16 13:30:09.754060+00:00,x,y,2021-03-18 05:00:00+00:00,2021-03-18 06:55:00+00:00,beta,True,20.0,0,b-1,9030.0
10204580,2021-06-17 10:48:35.340544+00:00,x,y,2021-06-30 17:00:00+00:00,2021-06-30 18:59:00+00:00,gamma,True,20.0,2,c-6,7620.0
10542541,2021-06-20 09:01:26.579012+00:00,x,y,2021-06-23 16:00:00+00:00,2021-06-23 18:00:00+00:00,alpha,True,35.0,1,a-23,11072.0
10690353,2021-06-21 12:54:49.637189+00:00,x,y,2021-06-28 09:45:00+00:00,2021-06-28 11:45:00+00:00,gamma,True,20.0,2,c-2,7620.0
19072917,2021-08-14 12:46:43.306046+00:00,x,y,2021-09-08 17:00:00+00:00,2021-09-08 18:59:00+00:00,gamma,True,20.0,2,c-6,7870.0
13908237,2021-07-11 07:24:11.967416+00:00,x,y,2021-07-18 07:00:00+00:00,2021-07-18 09:00:00+00:00,alpha,True,35.0,1,a-5,14645.0
12752639,2021-07-04 14:26:40.693344+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,alpha,True,35.0,1,a-7,28245.0
4799385,2021-04-19 07:37:21.694523+00:00,x,y,2021-04-22 05:00:00+00:00,2021-04-22 07:00:00+00:00,alpha,True,15.0,1,a-1,4990.0
2605343,2021-03-04 14:27:33.841451+00:00,x,y,2021-03-07 13:30:00+00:00,2021-03-07 15:30:00+00:00,alpha,True,15.0,1,a-5,8027.0
1120478,2021-02-01 06:09:41.588073+00:00,x,y,2021-02-13 05:15:00+00:00,2021-02-13 07:25:00+00:00,alpha,True,20.0,1,a-1,9799.0
13000017,2021-07-05 18:44:36.275239+00:00,x,y,2021-07-19 07:00:00+00:00,2021-07-19 09:00:00+00:00,alpha,True,15.0,1,a-5,11245.0
14491643,2021-07-14 23:42:54.479424+00:00,x,y,2021-07-28 14:00:00+00:00,2021-07-28 15:55:00+00:00,beta,True,40.0,0,b-9,9150.0
12413018,2021-07-02 19:10:57.613819+00:00,x,y,2021-08-18 09:45:00+00:00,2021-08-18 11:45:00+00:00,gamma,True,20.0,1,c-2,10285.0
15985993,2021-07-26 10:21:36.439629+00:00,x,y,2021-07-28 04:00:00+00:00,2021-07-28 06:00:00+00:00,alpha,True,15.0,1,a-1,10205.0
8253935,2021-05-31 13:49:48.597994+00:00,x,y,2021-06-19 13:00:00+00:00,2021-06-19 15:00:00+00:00,alpha,True,15.0,1,a-5,9403.0
11935371,2021-06-30 07:28:10.795380+00:00,x,y,2021-07-07 11:00:00+00:00,2021-07-07 12:55:00+00:00,beta,True,40.0,0,b-69,10723.0
8288597,2021-05-31 18:39:24.659195+00:00,x,y,2021-06-03 14:00:00+00:00,2021-06-03 15:55:00+00:00,beta,True,20.0,0,b-9,10088.0
20665890,2021-08-23 17:59:34.510745+00:00,x,y,2021-09-01 16:00:00+00:00,2021-09-01 18:00:00+00:00,alpha,True,20.0,1,a-23,8381.0
5644545,2021-04-27 06:23:35.122641+00:00,x,y,2021-05-12 11:00:00+00:00,2021-05-12 12:55:00+00:00,beta,True,20.0,0,b-69,7100.0
5342978,2021-04-23 12:58:47.993161+00:00,x,y,2021-05-12 16:00:00+00:00,2021-05-12 18:00:00+00:00,alpha,True,35.0,1,a-7,8290.0
836394,2021-01-24 19:31:06.531147+00:00,x,y,2021-01-29 05:00:00+00:00,2021-01-29 07:00:00+00:00,gamma,True,32.0,1,c-2,9150.0
8976366,2021-06-07 09:10:47.741911+00:00,x,y,2021-06-25 13:30:00+00:00,2021-06-25 15:30:00+00:00,alpha,True,35.0,1,a-9,9707.0
9233600,2021-06-09 17:45:41.305870+00:00,x,y,2021-06-26 04:00:00+00:00,2021-06-26 06:00:00+00:00,alpha,True,15.0,1,a-1,9403.0
1761235,2021-02-16 10:20:02.539263+00:00,x,y,2021-02-18 17:00:00+00:00,2021-02-18 18:59:00+00:00,gamma,True,20.0,1,c-6,12500.0
18625044,2021-08-12 08:14:49.309716+00:00,x,y,2021-08-13 10:00:00+00:00,2021-08-13 12:00:00+00:00,alpha,True,15.0,1,a-7,9045.0
634112,2021-01-19 07:46:51.422241+00:00,x,y,2021-01-21 13:00:00+00:00,2021-01-21 15:00:00+00:00,alpha,True,20.0,1,a-5,10227.0
899097,2021-01-26 13:21:53.507943+00:00,x,y,2021-01-31 16:00:00+00:00,2021-01-31 17:55:00+00:00,beta,True,20.0,0,b-19,8697.0
14608764,2021-07-15 18:20:41.146833+00:00,x,y,2021-07-18 11:00:00+00:00,2021-07-18 13:00:00+00:00,gamma,True,20.0,2,c-2,12800.0
7509053,2021-05-22 18:49:07.178971+00:00,x,y,2021-05-31 13:00:00+00:00,2021-05-31 15:00:00+00:00,alpha,True,15.0,1,a-5,7520.0
10080462,2021-06-16 09:23:02.344036+00:00,x,y,2021-06-20 07:00:00+00:00,2021-06-20 09:00:00+00:00,alpha,True,35.0,1,a-5,7900.0
6667979,2021-05-12 07:55:35.334782+00:00,x,y,2021-05-15 11:00:00+00:00,2021-05-15 13:00:00+00:00,gamma,True,20.0,2,c-4,8390.0
9156468,2021-06-09 02:36:33.053073+00:00,x,y,2021-07-26 05:00:00+00:00,2021-07-26 07:00:00+00:00,gamma,True,20.0,2,c-2,11900.0
6845586,2021-05-15 11:49:52.053062+00:00,x,y,2021-05-31 14:00:00+00:00,2021-05-31 15:55:00+00:00,beta,True,20.0,0,b-9,6734.0
7655618,2021-05-24 13:12:53.138243+00:00,x,y,2021-05-26 17:00:00+00:00,2021-05-26 18:59:00+00:00,gamma,True,20.0,1,c-6,8025.0
14137901,2021-07-12 15:31:36.197087+00:00,x,y,2021-07-17 13:00:00+00:00,2021-07-17 15:00:00+00:00,alpha,True,35.0,1,a-9,19545.0
995654,2021-01-28 20:56:17.355223+00:00,x,y,2021-02-17 11:00:00+00:00,2021-02-17 12:55:00+00:00,beta,True,35.0,0,b-69,9553.0
13601617,2021-07-09 07:11:16.868928+00:00,x,y,2021-07-26 17:00:00+00:00,2021-07-26 18:59:00+00:00,gamma,True,20.0,1,c-6,11545.0
20254542,2021-08-21 02:33:33.801587+00:00,x,y,2021-08-25 17:00:00+00:00,2021-08-25 18:59:00+00:00,gamma,True,20.0,1,c-6,9530.0
2002793,2021-02-22 07:04:25.427070+00:00,x,y,2021-03-03 11:00:00+00:00,2021-03-03 13:00:00+00:00,gamma,True,20.0,1,c-4,12500.0
1461686,2021-02-09 13:20:50.056360+00:00,x,y,2021-02-11 11:00:00+00:00,2021-02-11 13:00:00+00:00,gamma,True,0.0,0,c-4,8780.0
3993195,2021-03-29 04:46:01.293120+00:00,x,y,2021-04-01 15:30:00+00:00,2021-04-01 17:30:00+00:00,alpha,True,15.0,1,a-7,9798.0
8033479,2021-05-29 14:06:24.104809+00:00,x,y,2021-05-30 14:00:00+00:00,2021-05-30 15:55:00+00:00,beta,True,40.0,0,b-9,14676.0
21746039,2021-08-31 17:50:52.606563+00:00,x,y,2021-09-26 17:00:00+00:00,2021-09-26 18:59:00+00:00,gamma,True,20.0,1,c-6,5870.0
2562134,2021-03-03 22:19:57.396329+00:00,x,y,2021-03-10 14:00:00+00:00,2021-03-10 15:55:00+00:00,beta,True,20.0,0,b-9,7592.0
15104699,2021-07-19 15:17:15.330813+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 15:55:00+00:00,beta,True,20.0,0,b-9,7240.0
4509716,2021-04-11 14:53:35.063421+00:00,x,y,2021-05-07 05:00:00+00:00,2021-05-07 06:55:00+00:00,beta,True,40.0,0,b-1,10468.0
14290421,2021-07-13 16:15:19.551993+00:00,x,y,2021-07-22 17:00:00+00:00,2021-07-22 18:59:00+00:00,gamma,True,20.0,1,c-6,7765.0
7691664,2021-05-24 23:32:40.351975+00:00,x,y,2021-06-11 05:00:00+00:00,2021-06-11 07:00:00+00:00,gamma,True,20.0,2,c-2,11425.0
11227899,2021-06-25 14:22:04.663244+00:00,x,y,2021-07-13 17:00:00+00:00,2021-07-13 18:59:00+00:00,gamma,True,20.0,2,c-6,9100.0
4780223,2021-04-18 23:43:32.682554+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,gamma,True,20.0,2,c-2,9650.0
15709117,2021-07-24 12:10:27.582652+00:00,x,y,2021-07-29 17:00:00+00:00,2021-07-29 18:59:00+00:00,gamma,True,20.0,2,c-6,12045.0
17169695,2021-08-05 02:02:39.595343+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,gamma,True,20.0,1,c-2,7765.0
7657604,2021-05-24 13:41:05.030985+00:00,x,y,2021-06-15 17:00:00+00:00,2021-06-15 18:59:00+00:00,gamma,True,20.0,1,c-6,10425.0
16936422,2021-08-03 04:25:39.392783+00:00,x,y,2021-08-04 14:00:00+00:00,2021-08-04 16:00:00+00:00,gamma,True,20.0,2,c-4,9525.0
16008132,2021-07-26 13:00:36.399384+00:00,x,y,2021-08-04 13:00:00+00:00,2021-08-04 15:00:00+00:00,alpha,True,15.0,1,a-9,9045.0
18967565,2021-08-13 20:55:52.694698+00:00,x,y,2021-08-29 14:00:00+00:00,2021-08-29 15:55:00+00:00,beta,True,40.0,0,b-9,11190.0
3003139,2021-03-10 21:40:13.313367+00:00,x,y,2021-03-27 05:00:00+00:00,2021-03-27 07:00:00+00:00,alpha,True,35.0,1,a-1,10799.0
14916135,2021-07-18 05:45:20.452987+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,alpha,True,35.0,1,a-7,12645.0
16389234,2021-07-29 09:33:15.073990+00:00,x,y,2021-07-30 10:30:00+00:00,2021-07-30 12:30:00+00:00,alpha,True,15.0,1,a-5,11245.0
17746798,2021-08-08 12:47:18.836758+00:00,x,y,2021-08-10 10:00:00+00:00,2021-08-10 12:00:00+00:00,gamma,True,20.0,2,c-2,8765.0
6396968,2021-05-08 06:44:01.809408+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 07:00:00+00:00,gamma,True,20.0,1,c-2,7390.0
21652030,2021-08-31 04:31:26.144861+00:00,x,y,2021-09-24 05:00:00+00:00,2021-09-24 06:55:00+00:00,beta,True,40.0,0,b-1,7330.0
1884309,2021-02-19 03:48:05.243002+00:00,x,y,2021-02-26 11:00:00+00:00,2021-02-26 13:00:00+00:00,gamma,True,20.0,1,c-4,12500.0
17577648,2021-08-07 15:38:31.140241+00:00,x,y,2021-09-04 13:00:00+00:00,2021-09-04 15:00:00+00:00,alpha,True,20.0,1,a-9,7524.0
10629426,2021-06-21 01:37:42.354820+00:00,x,y,2021-06-23 16:00:00+00:00,2021-06-23 18:00:00+00:00,alpha,True,15.0,1,a-23,9497.0
8115621,2021-05-30 10:46:00.923308+00:00,x,y,2021-06-02 13:00:00+00:00,2021-06-02 15:00:00+00:00,alpha,True,15.0,1,a-5,8962.0
5860359,2021-04-30 10:06:21.709965+00:00,x,y,2021-05-15 15:30:00+00:00,2021-05-15 17:30:00+00:00,alpha,True,15.0,1,a-7,7796.0
5365723,2021-04-23 18:02:59.480063+00:00,x,y,2021-05-28 11:00:00+00:00,2021-05-28 13:00:00+00:00,gamma,True,20.0,1,c-4,8145.0
16099080,2021-07-27 05:36:24.999923+00:00,x,y,2021-07-30 10:00:00+00:00,2021-07-30 12:00:00+00:00,gamma,True,20.0,2,c-2,11900.0
8928846,2021-06-06 18:50:59.744802+00:00,x,y,2021-07-04 11:00:00+00:00,2021-07-04 13:00:00+00:00,gamma,True,20.0,2,c-4,11900.0
15650905,2021-07-23 21:56:40.522572+00:00,x,y,2021-07-24 13:00:00+00:00,2021-07-24 15:00:00+00:00,alpha,True,15.0,1,a-9,11245.0
9956388,2021-06-15 09:02:37.903899+00:00,x,y,2021-07-03 05:00:00+00:00,2021-07-03 06:55:00+00:00,beta,True,20.0,0,b-1,6375.0
4867813,2021-04-19 16:11:06.256352+00:00,x,y,2021-05-08 11:00:00+00:00,2021-05-08 13:00:00+00:00,gamma,True,20.0,2,c-4,8640.0
3693647,2021-03-22 17:47:34.265546+00:00,x,y,2021-04-04 05:00:00+00:00,2021-04-04 07:00:00+00:00,alpha,True,35.0,1,a-1,10799.0
